Date,Description,Card Member,Account #,Amount,Extended Details,Appears On Your Statement As,Address,City/State,Zip Code,Country,Reference,Category
06/01/2026,UBER *TRIP SAN FRANCISCO CA,ELENA VANCE,-82014,74.85,'335483372978847608' UBER *TRIP SAN FRANCISCO CA,UBER *TRIP SAN FRANCISCO CA,NEW YORK,NEW YORK,10012,UNITED STATES,335483372978847608,Travel & Transportation
06/01/2026,OPENAI *CHATGPT SAN FRANCISCO CA,ALEXANDER WRIGHT,-10041,188.25,'396517682774037688' OPENAI *CHATGPT SAN FRANCISCO CA,OPENAI *CHATGPT SAN FRANCISCO CA,NEW YORK,NEW YORK,10012,UNITED STATES,396517682774037688,Entertainment & Tech
06/01/2026,APPLE STORE 5TH AVE NY,SOPHIA MARTINEZ,-33118,650.85,'345565937072253813' APPLE STORE 5TH AVE NY,APPLE STORE 5TH AVE NY,NEW YORK,NEW YORK,10012,UNITED STATES,345565937072253813,Shopping
06/01/2026,SLACK TECHNOLOGIES SAN FRANCISCO CA,ALEXANDER WRIGHT,-10041,59.93,'314408820692364621' SLACK TECHNOLOGIES SAN FRANCISCO CA,SLACK TECHNOLOGIES SAN FRANCISCO CA,NEW YORK,NEW YORK,10012,UNITED STATES,314408820692364621,Entertainment & Tech
06/01/2026,TARGET T-3281 KIPS BAY NEW YORK NY,MARCUS CHEN,-49920,218.56,'335205094787504835' TARGET T-3281 KIPS BAY NEW YORK NY,TARGET T-3281 KIPS BAY NEW YORK NY,NEW YORK,NEW YORK,10012,UNITED STATES,335205094787504835,Shopping
06/02/2026,DELOITTE ADVISORY NEW YORK NY,DAVID ROSS,-77290,950.9,'343145023339522646' DELOITTE ADVISORY NEW YORK NY,DELOITTE ADVISORY NEW YORK NY,NEW YORK,NEW YORK,10012,UNITED STATES,343145023339522646,Business & Services
06/02/2026,DOORDASH*DELIVERY SAN FRANCISCO CA,ELENA VANCE,-82014,90.72,'379727932075869467' DOORDASH*DELIVERY SAN FRANCISCO CA,DOORDASH*DELIVERY SAN FRANCISCO CA,NEW YORK,NEW YORK,10012,UNITED STATES,379727932075869467,Food & Dining
06/02/2026,DELTA AIR LINES ATLANTA GA,ELENA VANCE,-82014,753.12,'338044089531793034' DELTA AIR LINES ATLANTA GA,DELTA AIR LINES ATLANTA GA,NEW YORK,NEW YORK,10012,UNITED STATES,338044089531793034,Travel & Transportation
06/02/2026,BALA BANGLES SOHO NY,ALEXANDER WRIGHT,-10041,125.49,'300510985333458221' BALA BANGLES SOHO NY,BALA BANGLES SOHO NY,NEW YORK,NEW YORK,10012,UNITED STATES,300510985333458221,Shopping
06/02/2026,BONDST RESTAURANT NEW YORK NY,MARCUS CHEN,-49920,-303.44,'380835199062827977' BONDST RESTAURANT NEW YORK NY,BONDST RESTAURANT NEW YORK NY,NEW YORK,NEW YORK,10012,UNITED STATES,380835199062827977,Food & Dining
06/02/2026,APPLE STORE 5TH AVE NY,ALEXANDER WRIGHT,-10041,224.22,'383948474575679576' APPLE STORE 5TH AVE NY,APPLE STORE 5TH AVE NY,NEW YORK,NEW YORK,10012,UNITED STATES,383948474575679576,Shopping
06/02/2026,TRADER JOE'S #544 CHELSEA NY,ALEXANDER WRIGHT,-10041,166.36,'305749457372512561' TRADER JOE'S #544 CHELSEA NY,TRADER JOE'S #544 CHELSEA NY,NEW YORK,NEW YORK,10012,UNITED STATES,305749457372512561,Food & Dining
06/03/2026,AIRBNB *HM9428 SAN FRANCISCO CA,ALEXANDER WRIGHT,-10041,904.04,'322273484572705753' AIRBNB *HM9428 SAN FRANCISCO CA,AIRBNB *HM9428 SAN FRANCISCO CA,NEW YORK,NEW YORK,10012,UNITED STATES,322273484572705753,Travel & Transportation
06/03/2026,BONDST RESTAURANT NEW YORK NY,ELENA VANCE,-82014,166.44,'359334122493571881' BONDST RESTAURANT NEW YORK NY,BONDST RESTAURANT NEW YORK NY,NEW YORK,NEW YORK,10012,UNITED STATES,359334122493571881,Food & Dining
06/03/2026,GRUBHUB*MAMAN RESTAURANT NY,ELENA VANCE,-82014,72.88,'355130071826704295' GRUBHUB*MAMAN RESTAURANT NY,GRUBHUB*MAMAN RESTAURANT NY,NEW YORK,NEW YORK,10012,UNITED STATES,355130071826704295,Food & Dining
06/03/2026,BLANK STREET COFFEE NY,ELENA VANCE,-82014,10.2,'332799968902186699' BLANK STREET COFFEE NY,BLANK STREET COFFEE NY,NEW YORK,NEW YORK,10012,UNITED STATES,332799968902186699,Food & Dining
06/03/2026,UNITED AIRLINES CHICAGO IL,SOPHIA MARTINEZ,-33118,799.97,'350605487723691096' UNITED AIRLINES CHICAGO IL,UNITED AIRLINES CHICAGO IL,NEW YORK,NEW YORK,10012,UNITED STATES,350605487723691096,Travel & Transportation
06/03/2026,DELTA AIR LINES ATLANTA GA,DAVID ROSS,-77290,392.67,'337645078984666274' DELTA AIR LINES ATLANTA GA,DELTA AIR LINES ATLANTA GA,NEW YORK,NEW YORK,10012,UNITED STATES,337645078984666274,Travel & Transportation
06/04/2026,GLOSSIER SOHO NEW YORK NY,ALEXANDER WRIGHT,-10041,108.21,'345205668039449443' GLOSSIER SOHO NEW YORK NY,GLOSSIER SOHO NEW YORK NY,NEW YORK,NEW YORK,10012,UNITED STATES,345205668039449443,Shopping
06/04/2026,MTA*NYCT PAYGO NEW YORK NY,ALEXANDER WRIGHT,-10041,4.63,'300243736971933493' MTA*NYCT PAYGO NEW YORK NY,MTA*NYCT PAYGO NEW YORK NY,NEW YORK,NEW YORK,10012,UNITED STATES,300243736971933493,Travel & Transportation
06/04/2026,AIRBNB *HM9428 SAN FRANCISCO CA,ELENA VANCE,-82014,352.68,'389806156964822351' AIRBNB *HM9428 SAN FRANCISCO CA,AIRBNB *HM9428 SAN FRANCISCO CA,NEW YORK,NEW YORK,10012,UNITED STATES,389806156964822351,Travel & Transportation
06/04/2026,MCKINSEY & COMPANY NEW YORK NY,MARCUS CHEN,-49920,1166.89,'357992007041202436' MCKINSEY & COMPANY NEW YORK NY,MCKINSEY & COMPANY NEW YORK NY,NEW YORK,NEW YORK,10012,UNITED STATES,357992007041202436,Business & Services
06/04/2026,ANTHROPIC *CLAUDE SAN FRANCISCO CA,ELENA VANCE,-82014,108.05,'325079984366175142' ANTHROPIC *CLAUDE SAN FRANCISCO CA,ANTHROPIC *CLAUDE SAN FRANCISCO CA,NEW YORK,NEW YORK,10012,UNITED STATES,325079984366175142,Entertainment & Tech
06/04/2026,MANGO SOHO NEW YORK NY,DAVID ROSS,-77290,138.78,'387429147042374118' MANGO SOHO NEW YORK NY,MANGO SOHO NEW YORK NY,NEW YORK,NEW YORK,10012,UNITED STATES,387429147042374118,Shopping
06/04/2026,BLANK STREET COFFEE NY,SOPHIA MARTINEZ,-33118,15.52,'324455108857690161' BLANK STREET COFFEE NY,BLANK STREET COFFEE NY,NEW YORK,NEW YORK,10012,UNITED STATES,324455108857690161,Food & Dining
06/05/2026,SWEETGREEN SOHO NEW YORK NY,ALEXANDER WRIGHT,-10041,-23.39,'321235942664318440' SWEETGREEN SOHO NEW YORK NY,SWEETGREEN SOHO NEW YORK NY,NEW YORK,NEW YORK,10012,UNITED STATES,321235942664318440,Food & Dining
06/05/2026,NETFLIX.COM LOS GATOS CA,ELENA VANCE,-82014,22.99,'390758757329002077' NETFLIX.COM LOS GATOS CA,NETFLIX.COM LOS GATOS CA,NEW YORK,NEW YORK,10012,UNITED STATES,390758757329002077,Entertainment & Tech
06/05/2026,EQUINOX FITNESS SOHO NY,SOPHIA MARTINEZ,-33118,-310.0,'399096834050583273' EQUINOX FITNESS SOHO NY,EQUINOX FITNESS SOHO NY,NEW YORK,NEW YORK,10012,UNITED STATES,399096834050583273,Entertainment & Tech
06/05/2026,AMAZON WEB SERVICES AWS.AMAZON.COM WA,ALEXANDER WRIGHT,-10041,236.18,'366948694009241875' AMAZON WEB SERVICES AWS.AMAZON.COM WA,AMAZON WEB SERVICES AWS.AMAZON.COM WA,NEW YORK,NEW YORK,10012,UNITED STATES,366948694009241875,Entertainment & Tech
06/05/2026,VERCEL INC SAN FRANCISCO CA,ALEXANDER WRIGHT,-10041,84.11,'376544171282161601' VERCEL INC SAN FRANCISCO CA,VERCEL INC SAN FRANCISCO CA,NEW YORK,NEW YORK,10012,UNITED STATES,376544171282161601,Entertainment & Tech
06/05/2026,MCKINSEY & COMPANY NEW YORK NY,SOPHIA MARTINEZ,-33118,1330.57,'364262922238514715' MCKINSEY & COMPANY NEW YORK NY,MCKINSEY & COMPANY NEW YORK NY,NEW YORK,NEW YORK,10012,UNITED STATES,364262922238514715,Business & Services
06/05/2026,FIGMA INC SAN FRANCISCO CA,SOPHIA MARTINEZ,-33118,60.11,'391896700125397261' FIGMA INC SAN FRANCISCO CA,FIGMA INC SAN FRANCISCO CA,NEW YORK,NEW YORK,10012,UNITED STATES,391896700125397261,Entertainment & Tech
06/06/2026,CAVIAR*DELIVERY SAN FRANCISCO CA,ELENA VANCE,-82014,51.59,'333794083812375281' CAVIAR*DELIVERY SAN FRANCISCO CA,CAVIAR*DELIVERY SAN FRANCISCO CA,NEW YORK,NEW YORK,10012,UNITED STATES,333794083812375281,Food & Dining
06/06/2026,SKIMS NEW YORK NY,DAVID ROSS,-77290,144.69,'309256351226502572' SKIMS NEW YORK NY,SKIMS NEW YORK NY,NEW YORK,NEW YORK,10012,UNITED STATES,309256351226502572,Shopping
06/06/2026,GOOGLE CLOUD PLATFORM MOUNTAIN VIEW CA,SOPHIA MARTINEZ,-33118,215.14,'356129524941620895' GOOGLE CLOUD PLATFORM MOUNTAIN VIEW CA,GOOGLE CLOUD PLATFORM MOUNTAIN VIEW CA,NEW YORK,NEW YORK,10012,UNITED STATES,356129524941620895,Entertainment & Tech
06/06/2026,LYFT *RIDE SAN FRANCISCO CA,ALEXANDER WRIGHT,-10041,22.27,'343034616039005564' LYFT *RIDE SAN FRANCISCO CA,LYFT *RIDE SAN FRANCISCO CA,NEW YORK,NEW YORK,10012,UNITED STATES,343034616039005564,Travel & Transportation
06/06/2026,STAPLES SOHO NEW YORK NY,SOPHIA MARTINEZ,-33118,144.18,'386937859562678531' STAPLES SOHO NEW YORK NY,STAPLES SOHO NEW YORK NY,NEW YORK,NEW YORK,10012,UNITED STATES,386937859562678531,Business & Services
06/06/2026,ANTHROPIC *CLAUDE SAN FRANCISCO CA,MARCUS CHEN,-49920,23.77,'396394847275750894' ANTHROPIC *CLAUDE SAN FRANCISCO CA,ANTHROPIC *CLAUDE SAN FRANCISCO CA,NEW YORK,NEW YORK,10012,UNITED STATES,396394847275750894,Entertainment & Tech
06/06/2026,VERCEL INC SAN FRANCISCO CA,ELENA VANCE,-82014,98.46,'303886273387058076' VERCEL INC SAN FRANCISCO CA,VERCEL INC SAN FRANCISCO CA,NEW YORK,NEW YORK,10012,UNITED STATES,303886273387058076,Entertainment & Tech
06/06/2026,BALA BANGLES SOHO NY,ALEXANDER WRIGHT,-10041,66.53,'326189913690070685' BALA BANGLES SOHO NY,BALA BANGLES SOHO NY,NEW YORK,NEW YORK,10012,UNITED STATES,326189913690070685,Shopping
06/07/2026,UNITED AIRLINES CHICAGO IL,SOPHIA MARTINEZ,-33118,739.13,'340101003169524324' UNITED AIRLINES CHICAGO IL,UNITED AIRLINES CHICAGO IL,NEW YORK,NEW YORK,10012,UNITED STATES,340101003169524324,Travel & Transportation
06/07/2026,BALA BANGLES SOHO NY,MARCUS CHEN,-49920,56.65,'307506325249940990' BALA BANGLES SOHO NY,BALA BANGLES SOHO NY,NEW YORK,NEW YORK,10012,UNITED STATES,307506325249940990,Shopping
06/07/2026,BERGDORF GOODMAN 5TH AVE NY,ALEXANDER WRIGHT,-10041,919.77,'389543904931061750' BERGDORF GOODMAN 5TH AVE NY,BERGDORF GOODMAN 5TH AVE NY,NEW YORK,NEW YORK,10012,UNITED STATES,389543904931061750,Shopping
06/07/2026,BLANK STREET COFFEE NY,ALEXANDER WRIGHT,-10041,14.39,'353163400541466397' BLANK STREET COFFEE NY,BLANK STREET COFFEE NY,NEW YORK,NEW YORK,10012,UNITED STATES,353163400541466397,Food & Dining
06/07/2026,LE BERNARDIN NEW YORK NY,ALEXANDER WRIGHT,-10041,339.73,'382981054421167643' LE BERNARDIN NEW YORK NY,LE BERNARDIN NEW YORK NY,NEW YORK,NEW YORK,10012,UNITED STATES,382981054421167643,Food & Dining
06/07/2026,BLUE BOTTLE COFFEE NEW YORK NY,SOPHIA MARTINEZ,-33118,18.66,'390395158043973543' BLUE BOTTLE COFFEE NEW YORK NY,BLUE BOTTLE COFFEE NEW YORK NY,NEW YORK,NEW YORK,10012,UNITED STATES,390395158043973543,Food & Dining
06/08/2026,SEPHORA #412 SOHO NEW YORK NY,DAVID ROSS,-77290,173.54,'395335270650097256' SEPHORA #412 SOHO NEW YORK NY,SEPHORA #412 SOHO NEW YORK NY,NEW YORK,NEW YORK,10012,UNITED STATES,395335270650097256,Shopping
06/08/2026,EDIKTED ONLINE NY,MARCUS CHEN,-49920,166.9,'362477304865265763' EDIKTED ONLINE NY,EDIKTED ONLINE NY,NEW YORK,NEW YORK,10012,UNITED STATES,362477304865265763,Shopping
06/08/2026,TARGET T-3281 KIPS BAY NEW YORK NY,SOPHIA MARTINEZ,-33118,91.7,'338922976409968793' TARGET T-3281 KIPS BAY NEW YORK NY,TARGET T-3281 KIPS BAY NEW YORK NY,NEW YORK,NEW YORK,10012,UNITED STATES,338922976409968793,Shopping
06/08/2026,NOTION LABS SAN FRANCISCO CA,SOPHIA MARTINEZ,-33118,41.38,'338679872422046376' NOTION LABS SAN FRANCISCO CA,NOTION LABS SAN FRANCISCO CA,NEW YORK,NEW YORK,10012,UNITED STATES,338679872422046376,Entertainment & Tech
06/08/2026,CAVIAR*DELIVERY SAN FRANCISCO CA,ALEXANDER WRIGHT,-10041,65.73,'382123990058345045' CAVIAR*DELIVERY SAN FRANCISCO CA,CAVIAR*DELIVERY SAN FRANCISCO CA,NEW YORK,NEW YORK,10012,UNITED STATES,382123990058345045,Food & Dining
06/08/2026,YOUTUBE PREMIUM SAN BRUNO CA,ALEXANDER WRIGHT,-10041,15.63,'351135666788859015' YOUTUBE PREMIUM SAN BRUNO CA,YOUTUBE PREMIUM SAN BRUNO CA,NEW YORK,NEW YORK,10012,UNITED STATES,351135666788859015,Entertainment & Tech
06/08/2026,DOORDASH*DELIVERY SAN FRANCISCO CA,DAVID ROSS,-77290,66.1,'312338127601996530' DOORDASH*DELIVERY SAN FRANCISCO CA,DOORDASH*DELIVERY SAN FRANCISCO CA,NEW YORK,NEW YORK,10012,UNITED STATES,312338127601996530,Food & Dining
06/09/2026,EQUINOX FITNESS SOHO NY,SOPHIA MARTINEZ,-33118,310.0,'342403813081110574' EQUINOX FITNESS SOHO NY,EQUINOX FITNESS SOHO NY,NEW YORK,NEW YORK,10012,UNITED STATES,342403813081110574,Entertainment & Tech
06/09/2026,AIRBNB *HM9428 SAN FRANCISCO CA,MARCUS CHEN,-49920,647.62,'361321560253824002' AIRBNB *HM9428 SAN FRANCISCO CA,AIRBNB *HM9428 SAN FRANCISCO CA,NEW YORK,NEW YORK,10012,UNITED STATES,361321560253824002,Travel & Transportation
06/09/2026,FIGMA INC SAN FRANCISCO CA,MARCUS CHEN,-49920,33.4,'317388343591733899' FIGMA INC SAN FRANCISCO CA,FIGMA INC SAN FRANCISCO CA,NEW YORK,NEW YORK,10012,UNITED STATES,317388343591733899,Entertainment & Tech
06/09/2026,GRAMERCY TAVERN NEW YORK NY,DAVID ROSS,-77290,240.59,'339847793823871042' GRAMERCY TAVERN NEW YORK NY,GRAMERCY TAVERN NEW YORK NY,NEW YORK,NEW YORK,10012,UNITED STATES,339847793823871042,Food & Dining
06/09/2026,WHOLE FOODS MARKET UNION SQ NY,DAVID ROSS,-77290,227.36,'332783778700512998' WHOLE FOODS MARKET UNION SQ NY,WHOLE FOODS MARKET UNION SQ NY,NEW YORK,NEW YORK,10012,UNITED STATES,332783778700512998,Food & Dining
06/09/2026,TARGET T-3281 KIPS BAY NEW YORK NY,DAVID ROSS,-77290,68.19,'379747428272925382' TARGET T-3281 KIPS BAY NEW YORK NY,TARGET T-3281 KIPS BAY NEW YORK NY,NEW YORK,NEW YORK,10012,UNITED STATES,379747428272925382,Shopping
06/10/2026,ZARA 5TH AVE NEW YORK NY,ALEXANDER WRIGHT,-10041,166.87,'363478244301407146' ZARA 5TH AVE NEW YORK NY,ZARA 5TH AVE NEW YORK NY,NEW YORK,NEW YORK,10012,UNITED STATES,363478244301407146,Shopping
06/10/2026,NETFLIX.COM LOS GATOS CA,MARCUS CHEN,-49920,22.99,'370868147515999043' NETFLIX.COM LOS GATOS CA,NETFLIX.COM LOS GATOS CA,NEW YORK,NEW YORK,10012,UNITED STATES,370868147515999043,Entertainment & Tech
06/10/2026,AMAZON.COM*RETAIL SEATTLE WA,ALEXANDER WRIGHT,-10041,243.73,'343787315918267898' AMAZON.COM*RETAIL SEATTLE WA,AMAZON.COM*RETAIL SEATTLE WA,NEW YORK,NEW YORK,10012,UNITED STATES,343787315918267898,Shopping
06/10/2026,AMAZON WEB SERVICES AWS.AMAZON.COM WA,DAVID ROSS,-77290,530.09,'364925974275322969' AMAZON WEB SERVICES AWS.AMAZON.COM WA,AMAZON WEB SERVICES AWS.AMAZON.COM WA,NEW YORK,NEW YORK,10012,UNITED STATES,364925974275322969,Entertainment & Tech
06/10/2026,OPENAI *CHATGPT SAN FRANCISCO CA,DAVID ROSS,-77290,122.35,'387857069581615312' OPENAI *CHATGPT SAN FRANCISCO CA,OPENAI *CHATGPT SAN FRANCISCO CA,NEW YORK,NEW YORK,10012,UNITED STATES,387857069581615312,Entertainment & Tech
06/10/2026,BLUESTONE LANE NEW YORK NY,ELENA VANCE,-82014,29.17,'334568212460135616' BLUESTONE LANE NEW YORK NY,BLUESTONE LANE NEW YORK NY,NEW YORK,NEW YORK,10012,UNITED STATES,334568212460135616,Food & Dining
06/10/2026,ANTHROPIC *CLAUDE SAN FRANCISCO CA,ALEXANDER WRIGHT,-10041,109.62,'341974889200758569' ANTHROPIC *CLAUDE SAN FRANCISCO CA,ANTHROPIC *CLAUDE SAN FRANCISCO CA,NEW YORK,NEW YORK,10012,UNITED STATES,341974889200758569,Entertainment & Tech
06/10/2026,GITHUB INC SAN FRANCISCO CA,MARCUS CHEN,-49920,51.24,'338126342755413815' GITHUB INC SAN FRANCISCO CA,GITHUB INC SAN FRANCISCO CA,NEW YORK,NEW YORK,10012,UNITED STATES,338126342755413815,Entertainment & Tech
06/11/2026,SISU CLINIC SOHO NEW YORK NY,SOPHIA MARTINEZ,-33118,384.86,'338281674476070681' SISU CLINIC SOHO NEW YORK NY,SISU CLINIC SOHO NEW YORK NY,NEW YORK,NEW YORK,10012,UNITED STATES,338281674476070681,Shopping
