Date,Description,Card Member,Account #,Amount,Extended Details,Appears On Your Statement As,Address,City/State,Zip Code,Country,Reference,Category
05/29/2026,BLOOMINGDALES SOHO NEW YORK NY,DINORAH GUERRA,-82014,478.25,'365066012273269172' BLOOMINGDALES SOHO NEW YORK NY,BLOOMINGDALES SOHO NEW YORK NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'365066012273269172',Merchandise & Supplies-Department Stores
05/29/2026,AplPay GRUBHUB*MAMANNEW YORK NY,DINORAH GUERRA,-82014,29.81,'303031355009844891' AplPay GRUBHUB*MAMANNEW YORK NY,AplPay GRUBHUB*MAMANNEW YORK NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'303031355009844891',Restaurant-Restaurant
05/29/2026,AMAZON FRESH GROCERY AMZN.COM/BILL WA,JESUS CHAVEZ,-84002,84.85,'310231179065639510' AMAZON FRESH GROCERY AMZN.COM/BILL WA,AMAZON FRESH GROCERY AMZN.COM/BILL WA,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'310231179065639510',Merchandise & Supplies-Groceries
05/29/2026,HERCULES CORP HICKSVILLE NY,DINORAH GUERRA,-82014,40.78,'310211621172868668' HERCULES CORP HICKSVILLE NY,HERCULES CORP HICKSVILLE NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'310211621172868668',Merchandise & Supplies-General Retail
05/29/2026,BERGDORF GOODMAN 5TH AVE NY,DINORAH GUERRA,-82014,346.14,'377711799144167738' BERGDORF GOODMAN 5TH AVE NY,BERGDORF GOODMAN 5TH AVE NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'377711799144167738',Merchandise & Supplies-Department Stores
05/29/2026,GRUBHUB*BLUESTONENEW YORK NY,JESUS CHAVEZ,-84002,36.95,'327440960119313650' GRUBHUB*BLUESTONENEW YORK NY,GRUBHUB*BLUESTONENEW YORK NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'327440960119313650',Restaurant-Restaurant
05/30/2026,UBER *EATS HELP.UBER.COM CA,JESUS CHAVEZ,-84002,66.35,'359246082075371025' UBER *EATS HELP.UBER.COM CA,UBER *EATS HELP.UBER.COM CA,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'359246082075371025',Restaurant-Restaurant
05/30/2026,ARITZIA SOHO NEW YORK NY,DINORAH GUERRA,-82014,227.58,'394172860278480483' ARITZIA SOHO NEW YORK NY,ARITZIA SOHO NEW YORK NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'394172860278480483',Merchandise & Supplies-Clothing
05/30/2026,DELTA AIR LINES ATLANTA GA,JESUS CHAVEZ,-84002,420.43,'348898661059146923' DELTA AIR LINES ATLANTA GA,DELTA AIR LINES ATLANTA GA,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'348898661059146923',Travel-Airline
05/30/2026,UBER *EATS PENDING SAN FRANCISCO CA,DINORAH GUERRA,-82014,40.29,'364652024750933476' UBER *EATS PENDING SAN FRANCISCO CA,UBER *EATS PENDING SAN FRANCISCO CA,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'364652024750933476',Restaurant-Restaurant
05/30/2026,GRUBHUB*BLUESTONENEW YORK NY,JESUS CHAVEZ,-84002,29.26,'336000903193348885' GRUBHUB*BLUESTONENEW YORK NY,GRUBHUB*BLUESTONENEW YORK NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'336000903193348885',Restaurant-Restaurant
05/30/2026,LULULEMON SOHO NEW YORK NY,JESUS CHAVEZ,-84002,125.61,'393983982121868120' LULULEMON SOHO NEW YORK NY,LULULEMON SOHO NEW YORK NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'393983982121868120',Merchandise & Supplies-Clothing
05/31/2026,AplPay ALO YOGA SOHO NEW YORK NY,JESUS CHAVEZ,-84002,241.49,'358570435370114402' AplPay ALO YOGA SOHO NEW YORK NY,AplPay ALO YOGA SOHO NEW YORK NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'358570435370114402',Merchandise & Supplies-Clothing
05/31/2026,ALICE + OLIVIA MADISON AVE NY,DINORAH GUERRA,-82014,439.41,'308450253246594804' ALICE + OLIVIA MADISON AVE NY,ALICE + OLIVIA MADISON AVE NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'308450253246594804',Merchandise & Supplies-Clothing
05/31/2026,AplPay GRUBHUB*5NAPKNEW YORK NY,JESUS CHAVEZ,-84002,39.37,'341108744556998074' AplPay GRUBHUB*5NAPKNEW YORK NY,AplPay GRUBHUB*5NAPKNEW YORK NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'341108744556998074',Restaurant-Restaurant
05/31/2026,TORY BURCH ONLINE NEW YORK NY,DINORAH GUERRA,-82014,406.98,'327367167202739159' TORY BURCH ONLINE NEW YORK NY,TORY BURCH ONLINE NEW YORK NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'327367167202739159',Merchandise & Supplies-Clothing
05/31/2026,TRADER JOE'S #541 NEW YORK NY,JESUS CHAVEZ,-84002,52.42,'308784911256079888' TRADER JOE'S #541 NEW YORK NY,TRADER JOE'S #541 NEW YORK NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'308784911256079888',Merchandise & Supplies-Groceries
05/31/2026,SUMMIT MEDICAL GROUP BERKELEY HGTS NJ,JESUS CHAVEZ,-84002,65.38,'368712465563429306' SUMMIT MEDICAL GROUP BERKELEY HGTS NJ,SUMMIT MEDICAL GROUP BERKELEY HGTS NJ,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'368712465563429306',Medical Services
05/31/2026,BG ONLINE NEW YORK NY,DINORAH GUERRA,-82014,707.28,'311545277999680610' BG ONLINE NEW YORK NY,BG ONLINE NEW YORK NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'311545277999680610',Merchandise & Supplies-Department Stores
05/31/2026,GRUBHUB*PEPEGIALLO NEW YORK NY,DINORAH GUERRA,-82014,37.95,'358190189326389910' GRUBHUB*PEPEGIALLO NEW YORK NY,GRUBHUB*PEPEGIALLO NEW YORK NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'358190189326389910',Restaurant-Restaurant
05/31/2026,AplPay GRUBHUB*MAMANNEW YORK NY,JESUS CHAVEZ,-84002,50.28,'385679239922452995' AplPay GRUBHUB*MAMANNEW YORK NY,AplPay GRUBHUB*MAMANNEW YORK NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'385679239922452995',Restaurant-Restaurant
05/31/2026,AplPay BALA BANGLES NEW YORK NY,JESUS CHAVEZ,-84002,91.45,'384116043962358674' AplPay BALA BANGLES NEW YORK NY,AplPay BALA BANGLES NEW YORK NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'384116043962358674',Merchandise & Supplies-General Retail
06/01/2026,EQUINOX SPORTS CLUB NEW YORK NY,JESUS CHAVEZ,-84002,310.0,"REF#'339635902717640955' EQUINOX SPORTS CLUB NEW YORK NY
MONTHLY AUTO-RECURRING",EQUINOX SPORTS CLUB NEW YORK NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'339635902717640955',Health & Fitness
06/01/2026,JIMMY FAIRLY NOLITA NY,DINORAH GUERRA,-82014,174.63,'396517682774037688' JIMMY FAIRLY NOLITA NY,JIMMY FAIRLY NOLITA NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'396517682774037688',Merchandise & Supplies-Clothing
06/01/2026,HERCULES LAUNDRY SMARTCARD NY,DIODORO GUERRA,-81005,32.85,'318861548148766886' HERCULES LAUNDRY SMARTCARD NY,HERCULES LAUNDRY SMARTCARD NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'318861548148766886',Merchandise & Supplies-General Retail
06/01/2026,UBER *TRIP SAN FRANCISCO CA,DINORAH GUERRA,-82014,56.91,'301342495419150211' UBER *TRIP SAN FRANCISCO CA,UBER *TRIP SAN FRANCISCO CA,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'301342495419150211',Travel-Taxis & Coach
06/01/2026,ARITZIA SOHO NEW YORK NY,DINORAH GUERRA,-82014,191.17,'377481283348936416' ARITZIA SOHO NEW YORK NY,ARITZIA SOHO NEW YORK NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'377481283348936416',Merchandise & Supplies-Clothing
06/01/2026,BT*DD *DOORDASH SAN FRANCISCO CA,JESUS CHAVEZ,-84002,61.89,'350297476953544254' BT*DD *DOORDASH SAN FRANCISCO CA,BT*DD *DOORDASH SAN FRANCISCO CA,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'350297476953544254',Restaurant-Restaurant
06/01/2026,LULULEMON 5TH AVE NEW YORK NY,DINORAH GUERRA,-82014,182.31,'322733714093305618' LULULEMON 5TH AVE NEW YORK NY,LULULEMON 5TH AVE NEW YORK NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'322733714093305618',Merchandise & Supplies-Clothing
06/01/2026,EDIKTED ONLINE LOS ANGELES CA,DINORAH GUERRA,-82014,120.04,'376228388048272870' EDIKTED ONLINE LOS ANGELES CA,EDIKTED ONLINE LOS ANGELES CA,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'376228388048272870',Merchandise & Supplies-Clothing
06/02/2026,UBER *TRIP SAN FRANCISCO CA,JESUS CHAVEZ,-84002,67.12,'395604391167889502' UBER *TRIP SAN FRANCISCO CA,UBER *TRIP SAN FRANCISCO CA,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'395604391167889502',Travel-Taxis & Coach
06/02/2026,UBER *EATS PENDING SAN FRANCISCO CA,JESUS CHAVEZ,-84002,84.12,'316635023653603823' UBER *EATS PENDING SAN FRANCISCO CA,UBER *EATS PENDING SAN FRANCISCO CA,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'316635023653603823',Restaurant-Restaurant
06/02/2026,UBER *EATS PENDING SAN FRANCISCO CA,JESUS CHAVEZ,-84002,71.64,'340605356425518297' UBER *EATS PENDING SAN FRANCISCO CA,UBER *EATS PENDING SAN FRANCISCO CA,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'340605356425518297',Restaurant-Restaurant
06/03/2026,BT*DD *DOORDASH SAN FRANCISCO CA,DINORAH GUERRA,-82014,76.08,'391403323692797906' BT*DD *DOORDASH SAN FRANCISCO CA,BT*DD *DOORDASH SAN FRANCISCO CA,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'391403323692797906',Restaurant-Restaurant
06/03/2026,AplPay SWEETGREEN UNION SQ NY,JESUS CHAVEZ,-84002,27.87,'307320895649104064' AplPay SWEETGREEN UNION SQ NY,AplPay SWEETGREEN UNION SQ NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'307320895649104064',Restaurant-Restaurant
06/03/2026,VUORI CLOTHING ENCINITAS CA,DINORAH GUERRA,-82014,126.31,'300510985333458221' VUORI CLOTHING ENCINITAS CA,VUORI CLOTHING ENCINITAS CA,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'300510985333458221',Merchandise & Supplies-Clothing
06/03/2026,DUANE READE 6TH AVE NEW YORK NY,JESUS CHAVEZ,-84002,39.87,'379505528788361673' DUANE READE 6TH AVE NEW YORK NY,DUANE READE 6TH AVE NEW YORK NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'379505528788361673',Merchandise & Supplies-Pharmacies
06/03/2026,HERCULES CORP HICKSVILLE NY,DINORAH GUERRA,-82014,35.69,'310843779290612808' HERCULES CORP HICKSVILLE NY,HERCULES CORP HICKSVILLE NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'310843779290612808',Merchandise & Supplies-General Retail
06/03/2026,NYCT PAYGO NEW YORK NY,DINORAH GUERRA,-82014,5.52,'353209631860196587' NYCT PAYGO NEW YORK NY,NYCT PAYGO NEW YORK NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'353209631860196587',Travel-Taxis & Coach
06/03/2026,AMAZON FRESH STORE NEW YORK NY,JESUS CHAVEZ,-84002,84.73,'306028171830904066' AMAZON FRESH STORE NEW YORK NY,AMAZON FRESH STORE NEW YORK NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'306028171830904066',Merchandise & Supplies-Groceries
06/04/2026,MUJI SOHO NEW YORK NY,DINORAH GUERRA,-82014,88.23,'351565746288848064' MUJI SOHO NEW YORK NY,MUJI SOHO NEW YORK NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'351565746288848064',Merchandise & Supplies-General Retail
06/04/2026,BT*DD *DOORDASH PETSSAN FRANCISCO CA,DINORAH GUERRA,-82014,73.7,'350970460402265795' BT*DD *DOORDASH PETSSAN FRANCISCO CA,BT*DD *DOORDASH PETSSAN FRANCISCO CA,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'350970460402265795',Restaurant-Restaurant
06/04/2026,MUNA ACUPUNCTURE NY,DINORAH GUERRA,-82014,176.99,'389446752570925572' MUNA ACUPUNCTURE NY,MUNA ACUPUNCTURE NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'389446752570925572',Medical Services
06/04/2026,SUMMIT MEDICAL GROUP BERKELEY HGTS NJ,DIODORO GUERRA,-81005,55.05,'323418974319856788' SUMMIT MEDICAL GROUP BERKELEY HGTS NJ,SUMMIT MEDICAL GROUP BERKELEY HGTS NJ,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'323418974319856788',Medical Services
06/04/2026,GRUBHUB*PEPEGIALLO NEW YORK NY,DINORAH GUERRA,-82014,72.9,'347872972172243713' GRUBHUB*PEPEGIALLO NEW YORK NY,GRUBHUB*PEPEGIALLO NEW YORK NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'347872972172243713',Restaurant-Restaurant
06/05/2026,NETFLIX.COM 866-579-7172 CA,JESUS CHAVEZ,-84002,22.99,"REF#'384922135415315754' NETFLIX.COM 866-579-7172 CA
MONTHLY AUTO-RECURRING",NETFLIX.COM 866-579-7172 CA,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'384922135415315754',Entertainment & Recreation
06/05/2026,UBER TRIP HELP.UBER.COM CA,DINORAH GUERRA,-82014,69.91,'322942827382923531' UBER TRIP HELP.UBER.COM CA,UBER TRIP HELP.UBER.COM CA,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'322942827382923531',Travel-Taxis & Coach
06/05/2026,NYCT PAYGO NEW YORK NY,JESUS CHAVEZ,-84002,3.21,'367833583289287799' NYCT PAYGO NEW YORK NY,NYCT PAYGO NEW YORK NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'367833583289287799',Travel-Taxis & Coach
06/05/2026,BLUE BOTTLE COFFEE CHELSEA NY,JESUS CHAVEZ,-84002,11.59,'343982639866263267' BLUE BOTTLE COFFEE CHELSEA NY,BLUE BOTTLE COFFEE CHELSEA NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'343982639866263267',Restaurant-Bar & Café
06/05/2026,AplPay BLUE BOTTLE COFFEE NEW YORK NY,JESUS CHAVEZ,-84002,11.96,'347307533173513680' AplPay BLUE BOTTLE COFFEE NEW YORK NY,AplPay BLUE BOTTLE COFFEE NEW YORK NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'347307533173513680',Restaurant-Bar & Café
06/05/2026,WHOLE FOODS MARKET TRIBECA NY,JESUS CHAVEZ,-84002,196.26,'392447261294114417' WHOLE FOODS MARKET TRIBECA NY,WHOLE FOODS MARKET TRIBECA NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'392447261294114417',Merchandise & Supplies-Groceries
06/05/2026,BERGDORF GOODMAN 5TH AVE NY,DINORAH GUERRA,-82014,431.83,'303977659146164345' BERGDORF GOODMAN 5TH AVE NY,BERGDORF GOODMAN 5TH AVE NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'303977659146164345',Merchandise & Supplies-Department Stores
06/06/2026,AplPay SWEETGREEN UNION SQ NY,JESUS CHAVEZ,-84002,20.52,'315622449782274370' AplPay SWEETGREEN UNION SQ NY,AplPay SWEETGREEN UNION SQ NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'315622449782274370',Restaurant-Restaurant
06/06/2026,AMAZON KINDLE*BOOKS AMZN.COM/BILL WA,DINORAH GUERRA,-82014,13.03,'387363901577462385' AMAZON KINDLE*BOOKS AMZN.COM/BILL WA,AMAZON KINDLE*BOOKS AMZN.COM/BILL WA,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'387363901577462385',Merchandise & Supplies-Internet Purchase
06/06/2026,BG ONLINE NEW YORK NY,DINORAH GUERRA,-82014,281.29,'306396770765864588' BG ONLINE NEW YORK NY,BG ONLINE NEW YORK NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'306396770765864588',Merchandise & Supplies-Department Stores
06/06/2026,HERCULES CORP HICKSVILLE NY,DINORAH GUERRA,-82014,35.9,'362156506279026262' HERCULES CORP HICKSVILLE NY,HERCULES CORP HICKSVILLE NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'362156506279026262',Merchandise & Supplies-General Retail
06/06/2026,LULULEMON 5TH AVE NEW YORK NY,DINORAH GUERRA,-82014,191.35,'345240014191664359' LULULEMON 5TH AVE NEW YORK NY,LULULEMON 5TH AVE NEW YORK NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'345240014191664359',Merchandise & Supplies-Clothing
06/06/2026,AplPay UBER *TRIP CA,JESUS CHAVEZ,-84002,68.96,'343281003487787059' AplPay UBER *TRIP CA,AplPay UBER *TRIP CA,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'343281003487787059',Travel-Taxis & Coach
06/07/2026,TARGET.COM MINNEAPOLIS MN,DINORAH GUERRA,-82014,104.69,'379899256402480928' TARGET.COM MINNEAPOLIS MN,TARGET.COM MINNEAPOLIS MN,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'379899256402480928',Merchandise & Supplies-General Retail
06/07/2026,GRUBHUB*BLUESTONENEW YORK NY,JESUS CHAVEZ,-84002,23.39,'325079984366175142' GRUBHUB*BLUESTONENEW YORK NY,GRUBHUB*BLUESTONENEW YORK NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'325079984366175142',Restaurant-Restaurant
06/07/2026,APPLE STORE #R102 5TH AVE NEW YORK NY,DINORAH GUERRA,-82014,21.37,'343792994085280395' APPLE STORE #R102 5TH AVE NEW YORK NY,APPLE STORE #R102 5TH AVE NEW YORK NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'343792994085280395',Merchandise & Supplies-Internet Purchase
06/07/2026,TRADER JOE'S CHELSEA NEW YORK NY,DINORAH GUERRA,-82014,51.81,'363668073207002953' TRADER JOE'S CHELSEA NEW YORK NY,TRADER JOE'S CHELSEA NEW YORK NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'363668073207002953',Merchandise & Supplies-Groceries
06/07/2026,EDIKTED ONLINE LOS ANGELES CA,DINORAH GUERRA,-82014,105.81,'324455108857690161' EDIKTED ONLINE LOS ANGELES CA,EDIKTED ONLINE LOS ANGELES CA,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'324455108857690161',Merchandise & Supplies-Clothing
06/07/2026,AplPay UBER *TRIP CA,JESUS CHAVEZ,-84002,23.55,'391216389434659638' AplPay UBER *TRIP CA,AplPay UBER *TRIP CA,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'391216389434659638',Travel-Taxis & Coach
06/07/2026,APPLE.COM/BILL 866-712-7753 CA,DINORAH GUERRA,-82014,16.69,'344736158906472000' APPLE.COM/BILL 866-712-7753 CA,APPLE.COM/BILL 866-712-7753 CA,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'344736158906472000',Merchandise & Supplies-Internet Purchase
06/07/2026,AplPay BLUE BOTTLE COFFEE NEW YORK NY,DINORAH GUERRA,-82014,21.0,'306660098516631055' AplPay BLUE BOTTLE COFFEE NEW YORK NY,AplPay BLUE BOTTLE COFFEE NEW YORK NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'306660098516631055',Restaurant-Bar & Café
06/07/2026,DAILY PROVISIONS UNION SQ NEW YORK NY,DINORAH GUERRA,-82014,37.62,'359727243103315812' DAILY PROVISIONS UNION SQ NEW YORK NY,DAILY PROVISIONS UNION SQ NEW YORK NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'359727243103315812',Restaurant-Bar & Café
06/07/2026,PLAYSTATION NETWORK SONY INTERACTIVE CA,JESUS CHAVEZ,-84002,47.92,'357596046138638485' PLAYSTATION NETWORK SONY INTERACTIVE CA,PLAYSTATION NETWORK SONY INTERACTIVE CA,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'357596046138638485',Entertainment & Recreation
06/08/2026,TMOBILE*AUTO PAY 800-937-8997 WA,JESUS CHAVEZ,-84002,140.0,"REF#'317989343973359237' TMOBILE*AUTO PAY 800-937-8997 WA
MONTHLY AUTO-RECURRING",TMOBILE*AUTO PAY 800-937-8997 WA,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'317989343973359237',Utilities
06/08/2026,GRUBHUB*WHITEMAIZE NEW YORK NY,JESUS CHAVEZ,-84002,50.31,'315360851257973001' GRUBHUB*WHITEMAIZE NEW YORK NY,GRUBHUB*WHITEMAIZE NEW YORK NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'315360851257973001',Restaurant-Restaurant
06/08/2026,MUNA WELLNESS SOHO NEW YORK NY,JESUS CHAVEZ,-84002,166.89,'374645581110658604' MUNA WELLNESS SOHO NEW YORK NY,MUNA WELLNESS SOHO NEW YORK NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'374645581110658604',Medical Services
06/08/2026,ARITZIA SOHO NEW YORK NY,DINORAH GUERRA,-82014,105.53,'365783081131400054' ARITZIA SOHO NEW YORK NY,ARITZIA SOHO NEW YORK NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'365783081131400054',Merchandise & Supplies-Clothing
06/08/2026,GRUBHUB*BLUESTONENEW YORK NY,DINORAH GUERRA,-82014,38.94,'363781552369466705' GRUBHUB*BLUESTONENEW YORK NY,GRUBHUB*BLUESTONENEW YORK NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'363781552369466705',Restaurant-Restaurant
06/09/2026,NYU LANGONE MEDICAL CTR NY,DINORAH GUERRA,-82014,115.82,'364262922238514715' NYU LANGONE MEDICAL CTR NY,NYU LANGONE MEDICAL CTR NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'364262922238514715',Medical Services
06/09/2026,AplPay GRUBHUB*5NAPKNEW YORK NY,JESUS CHAVEZ,-84002,50.31,'337353439880529305' AplPay GRUBHUB*5NAPKNEW YORK NY,AplPay GRUBHUB*5NAPKNEW YORK NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'337353439880529305',Restaurant-Restaurant
06/09/2026,SISU CLINIC FLATIRON NY,DINORAH GUERRA,-82014,222.03,'369837789674596243' SISU CLINIC FLATIRON NY,SISU CLINIC FLATIRON NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'369837789674596243',Medical Services
06/09/2026,PLAYSTATION NETWORK SONY INTERACTIVE CA,JESUS CHAVEZ,-84002,30.43,'333794083812375281' PLAYSTATION NETWORK SONY INTERACTIVE CA,PLAYSTATION NETWORK SONY INTERACTIVE CA,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'333794083812375281',Entertainment & Recreation
06/09/2026,WHOLEFDS UNION SQ NEW YORK NY,JESUS CHAVEZ,-84002,103.77,'319941804084346059' WHOLEFDS UNION SQ NEW YORK NY,WHOLEFDS UNION SQ NEW YORK NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'319941804084346059',Merchandise & Supplies-Groceries
06/09/2026,GRUBHUB*WHITEMAIZE NEW YORK NY,DINORAH GUERRA,-82014,35.86,'330833861014839950' GRUBHUB*WHITEMAIZE NEW YORK NY,GRUBHUB*WHITEMAIZE NEW YORK NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'330833861014839950',Restaurant-Restaurant
06/09/2026,LULULEMON 5TH AVE NEW YORK NY,DINORAH GUERRA,-82014,121.93,'367146769416884315' LULULEMON 5TH AVE NEW YORK NY,LULULEMON 5TH AVE NEW YORK NY,NEW YORK,"NEW YORK
NY",10001,UNITED STATES,'367146769416884315',Merchandise & Supplies-Clothing
